number_dynamic_obstacles,robot_radius,average_linear_velocity,average_obstalce_size,num_static_obstacles,corridor_width,distance_avg,distance_variance,robot_max_speed
0,0.113,0.0,0.0,10,0.0,0.0106,0.0,0.22
2,0.113,0.67,0.3,10,0.0,0.0151,0.0,0.22
9,0.113,0.64,0.52,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,30,0.0,0.0163,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
4,0.113,0.69,0.41,10,0.0,0.0134,0.0,0.22
12,0.113,0.6,0.46,20,0.0,0.0126,0.0,0.22
6,0.113,0.49,0.57,40,0.0,0.0116,0.0,0.22
3,0.113,0.49,0.62,30,0.0,0.0094,0.0,0.22
12,0.113,0.53,0.64,40,0.0,0.0136,0.0,0.22
12,0.113,0.6,0.52,0,0.0,0.0,1.0,0.22
3,0.113,0.64,0.5,40,0.0,0.0169,0.0,0.22
4,0.113,0.3,0.45,10,0.0,0.0142,0.0,0.22
6,0.113,0.59,0.53,0,0.0,0.0004,0.0,0.22
12,0.113,0.61,0.64,20,0.0,0.0153,0.0,0.22
4,0.113,0.43,0.8,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0139,0.0,0.22
8,0.113,0.55,0.36,20,0.0,0.0141,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
12,0.113,0.7,0.64,0,0.0,0.0,1.0,0.22
9,0.113,0.53,0.66,20,0.0,0.0151,0.0,0.22
6,0.113,0.52,0.76,10,0.0,0.0114,0.0,0.22
3,0.113,0.6,0.5,10,0.0,0.0145,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0004,0.0,0.22
4,0.113,0.82,0.39,30,0.0,0.0143,0.0,0.22
3,0.113,0.41,0.6,40,0.0,0.0169,0.0,0.22
12,0.113,0.59,0.71,0,0.0,0.0,1.0,0.22
3,0.113,0.75,0.91,10,0.0,0.0111,0.0,0.22
8,0.113,0.44,0.58,40,0.0,0.015,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0102,0.0,0.22
9,0.113,0.6,0.59,0,0.0,0.0,1.0,0.22
6,0.113,0.46,0.57,30,0.0,0.0129,0.0,0.22
2,0.113,0.15,0.38,0,0.0,0.0004,0.0,0.22
9,0.113,0.48,0.44,20,0.0,0.0121,0.0,0.22
8,0.113,0.48,0.56,40,0.0,0.0149,0.0,0.22
9,0.113,0.53,0.58,10,0.0,0.0136,0.0,0.22
4,0.113,0.57,0.49,40,0.0,0.0136,0.0,0.22
6,0.113,0.48,0.58,0,0.0,0.0,1.0,0.22
12,0.113,0.6,0.48,20,0.0,0.0143,0.0,0.22
12,0.113,0.41,0.58,40,0.0,0.0132,0.0,0.22
12,0.113,0.56,0.64,10,0.0,0.0148,0.0,0.22
4,0.113,0.56,0.53,30,0.0,0.0138,0.0,0.22
6,0.113,0.46,0.48,20,0.0,0.0127,0.0,0.22
9,0.113,0.59,0.52,0,0.0,0.0,1.0,0.22
6,0.113,0.46,0.66,0,0.0,0.0,1.0,0.22
3,0.113,0.5,0.62,10,0.0,0.0099,0.0,0.22
4,0.113,0.79,0.42,40,0.0,0.0168,0.0,0.22
2,0.113,0.59,0.9,30,0.0,0.0156,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0004,0.0,0.22
2,0.113,0.86,0.32,40,0.0,0.0191,0.0,0.22
0,0.113,0.0,0.0,30,0.0,0.0141,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0004,0.0,0.22
6,0.113,0.48,0.37,30,0.0,0.0068,0.0,0.22
4,0.113,0.64,0.57,0,0.0,0.0,1.0,0.22
8,0.113,0.42,0.56,10,0.0,0.0104,0.0,0.22
0,0.113,0.0,0.0,30,0.0,0.014,0.0,0.22
4,0.113,0.7,0.62,10,0.0,0.0165,0.0,0.22
6,0.113,0.57,0.66,20,0.0,0.0082,0.0,0.22
6,0.113,0.69,0.56,20,0.0,0.0146,0.0,0.22
4,0.113,0.53,0.4,20,0.0,0.0106,0.0,0.22
4,0.113,0.5,0.69,40,0.0,0.0146,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0004,0.0,0.22
9,0.113,0.61,0.56,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0131,0.0,0.22
0,0.113,0.0,0.0,30,0.0,0.0775,0.0001,0.22
6,0.113,0.56,0.55,10,0.0,0.011,0.0,0.22
2,0.113,0.6,0.53,0,0.0,0.0004,0.0,0.22
12,0.113,0.54,0.48,10,0.0,0.0143,0.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0138,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
3,0.113,0.63,0.52,40,0.0,0.0219,0.0,0.22
9,0.113,0.53,0.5,30,0.0,0.0127,0.0,0.22
9,0.113,0.51,0.58,30,0.0,0.0116,0.0,0.22
8,0.113,0.46,0.72,0,0.0,0.0,1.0,0.22
9,0.113,0.68,0.68,40,0.0,0.0141,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0121,0.0,0.22
12,0.113,0.55,0.56,30,0.0,0.0133,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0004,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.014,0.0,0.22
6,0.113,0.32,0.49,10,0.0,0.0094,0.0,0.22
9,0.113,0.42,0.52,30,0.0,0.0134,0.0,0.22
0,0.113,0.0,0.0,30,0.0,0.0073,0.0,0.22
3,0.113,0.62,0.59,40,0.0,0.006,0.0,0.22
6,0.113,0.53,0.55,0,0.0,0.0,1.0,0.22
6,0.113,0.52,0.87,10,0.0,0.0121,0.0,0.22
6,0.113,0.59,0.59,40,0.0,0.0143,0.0,0.22
6,0.113,0.42,0.41,0,0.0,0.0,1.0,0.22
6,0.113,0.73,0.53,30,0.0,0.0169,0.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0145,0.0,0.22
4,0.113,0.51,0.64,20,0.0,0.015,0.0,0.22
2,0.113,0.67,0.33,20,0.0,0.0122,0.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0109,0.0,0.22
4,0.113,0.64,0.5,20,0.0,0.0136,0.0,0.22
6,0.113,0.49,0.5,10,0.0,0.0089,0.0,0.22
12,0.113,0.46,0.64,30,0.0,0.0143,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0114,0.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0123,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0122,0.0,0.22
6,0.113,0.65,0.5,0,0.0,0.0,1.0,0.22
2,0.113,0.6,0.5,10,0.0,0.0126,0.0,0.22
9,0.113,0.49,0.57,10,0.0,0.0114,0.0,0.22
9,0.113,0.61,0.53,0,0.0,0.0,1.0,0.22
4,0.113,0.4,0.66,30,0.0,0.0147,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0114,0.0,0.22
12,0.113,0.5,0.51,20,0.0,0.0145,0.0,0.22
9,0.113,0.59,0.55,30,0.0,0.0153,0.0,0.22
3,0.113,0.57,0.73,0,0.0,0.0,1.0,0.22
4,0.113,0.74,0.56,30,0.0,0.0139,0.0,0.22
9,0.113,0.58,0.31,20,0.0,0.008,0.0,0.22
0,0.113,0.0,0.0,30,0.0,0.0107,0.0,0.22
9,0.113,0.64,0.5,40,0.0,0.0147,0.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0144,0.0,0.22
8,0.113,0.65,0.4,40,0.0,0.0149,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0122,0.0,0.22
6,0.113,0.54,0.6,0,0.0,0.0,1.0,0.22
8,0.113,0.5,0.47,30,0.0,0.0197,0.0,0.22
8,0.113,0.46,0.44,20,0.0,0.0132,0.0,0.22
6,0.113,0.56,0.62,20,0.0,0.0125,0.0,0.22
9,0.113,0.58,0.41,10,0.0,0.0146,0.0,0.22
9,0.113,0.49,0.51,40,0.0,0.0128,0.0,0.22
0,0.113,0.0,0.0,20,0.0,0.0116,0.0,0.22
6,0.113,0.62,0.35,20,0.0,0.0151,0.0,0.22
0,0.113,0.0,0.0,10,0.0,0.0106,0.0,0.22
2,0.113,0.67,0.3,10,0.0,0.0151,0.0,0.22
9,0.113,0.64,0.52,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
0,0.113,0.0,0.0,30,0.0,0.0163,0.0,0.22
0,0.113,0.0,0.0,0,0.0,0.0,1.0,0.22
4,0.113,0.69,0.41,10,0.0,0.0134,0.0,0.22
12,0.113,0.6,0.46,20,0.0,0.0126,0.0,0.22
6,0.113,0.49,0.57,40,0.0,0.0116,0.0,0.22
3,0.113,0.49,0.62,30,0.0,0.0094,0.0,0.22
12,0.113,0.53,0.64,40,0.0,0.0136,0.0,0.22
4,0.113,0.59,0.56,0,2.0,0.0,1.0,0.22
3,0.113,0.42,0.49,0,2.5,0.0114,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0088,0.0,0.22
2,0.113,0.35,0.56,0,2.5,0.0,1.0,0.22
6,0.113,0.67,0.46,0,1.5,0.0101,0.0,0.22
4,0.113,0.38,0.64,0,1.5,0.01,0.0,0.22
4,0.113,0.46,0.43,0,2.5,0.0025,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0012,0.0,0.22
3,0.113,0.48,0.52,0,2.5,0.0097,0.0,0.22
6,0.113,0.51,0.61,0,1.5,0.0067,0.0,0.22
2,0.113,0.28,0.34,0,2.5,0.0,1.0,0.22
12,0.113,0.56,0.58,0,2.0,0.0124,0.0,0.22
9,0.113,0.57,0.52,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0107,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0001,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0075,0.0,0.22
9,0.113,0.51,0.61,0,2.5,0.0,1.0,0.22
4,0.113,0.58,0.77,0,1.5,0.009,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0,1.0,0.22
3,0.113,0.8,0.49,0,2.5,0.0044,0.0,0.22
6,0.113,0.47,0.61,0,2.5,0.0094,0.0,0.22
4,0.113,0.48,0.44,0,2.5,0.0108,0.0,0.22
8,0.113,0.43,0.55,0,2.0,0.0138,0.0,0.22
4,0.113,0.42,0.87,0,2.0,0.0,1.0,0.22
4,0.113,0.71,0.7,0,2.5,0.0073,0.0,0.22
6,0.113,0.54,0.59,0,2.5,0.0078,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
4,0.113,0.5,0.49,0,2.0,0.0,1.0,0.22
8,0.113,0.51,0.58,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0066,0.0,0.22
9,0.113,0.58,0.54,0,2.0,0.0291,0.0,0.22
4,0.113,0.56,0.42,0,2.0,0.008,0.0,0.22
2,0.113,0.55,0.78,0,2.5,0.0,1.0,0.22
6,0.113,0.58,0.48,0,2.0,0.0,1.0,0.22
6,0.113,0.57,0.75,0,1.5,0.0062,0.0,0.22
6,0.113,0.61,0.59,0,1.5,0.0096,0.0,0.22
3,0.113,0.27,0.34,0,2.5,0.0033,0.0,0.22
6,0.113,0.51,0.55,0,1.5,0.0094,0.0,0.22
9,0.113,0.47,0.56,0,2.0,0.0092,0.0,0.22
4,0.113,0.72,0.71,0,2.0,0.0053,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0101,0.0,0.22
3,0.113,0.5,0.54,0,2.5,0.009,0.0,0.22
4,0.113,0.6,0.59,0,1.5,0.0088,0.0,0.22
2,0.113,0.4,0.65,0,2.5,0.004,0.0,0.22
8,0.113,0.53,0.7,0,2.5,0.0085,0.0,0.22
12,0.113,0.39,0.63,0,2.5,0.0059,0.0,0.22
6,0.113,0.37,0.55,0,2.5,0.0065,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.014,0.0,0.22
2,0.113,0.51,0.96,0,2.0,0.0094,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0095,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
6,0.113,0.48,0.52,0,2.0,0.0055,0.0,0.22
4,0.113,0.64,0.52,0,1.5,0.0,1.0,0.22
3,0.113,0.64,0.77,0,2.5,0.0,1.0,0.22
4,0.113,0.44,0.71,0,2.5,0.0059,0.0,0.22
6,0.113,0.5,0.62,0,2.5,0.0075,0.0,0.22
2,0.113,0.29,0.44,0,2.0,0.0,1.0,0.22
4,0.113,0.56,0.69,0,2.0,0.0123,0.0,0.22
4,0.113,0.53,0.72,0,1.5,0.0082,0.0,0.22
6,0.113,0.46,0.63,0,2.5,0.0,1.0,0.22
4,0.113,0.6,0.65,0,1.5,0.0097,0.0,0.22
2,0.113,0.87,0.73,0,1.5,0.0,1.0,0.22
2,0.113,0.79,0.68,0,1.5,0.0108,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0,1.0,0.22
12,0.113,0.56,0.54,0,2.5,0.0074,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0049,0.0,0.22
8,0.113,0.56,0.55,0,2.5,0.0096,0.0,0.22
6,0.113,0.54,0.64,0,2.5,0.0,1.0,0.22
6,0.113,0.66,0.49,0,2.0,0.0,1.0,0.22
9,0.113,0.35,0.64,0,2.5,0.0086,0.0,0.22
9,0.113,0.6,0.71,0,2.0,0.0002,0.0,0.22
4,0.113,0.68,0.53,0,2.0,0.0,1.0,0.22
2,0.113,0.32,0.47,0,2.0,0.0077,0.0,0.22
3,0.113,0.55,0.62,0,2.5,0.008,0.0,0.22
6,0.113,0.63,0.51,0,2.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0127,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0,1.0,0.22
6,0.113,0.5,0.48,0,1.5,0.0064,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0088,0.0,0.22
12,0.113,0.56,0.77,0,2.0,0.0077,0.0,0.22
4,0.113,0.34,0.63,0,2.5,0.0104,0.0,0.22
4,0.113,0.54,0.43,0,1.5,0.0192,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0117,0.0,0.22
2,0.113,0.58,0.83,0,1.5,0.0,1.0,0.22
9,0.113,0.4,0.49,0,1.5,0.0115,0.0,0.22
12,0.113,0.62,0.43,0,1.5,0.0108,0.0,0.22
9,0.113,0.57,0.54,0,1.5,0.0,1.0,0.22
3,0.113,0.72,0.6,0,1.5,0.036,0.0,0.22
9,0.113,0.42,0.36,0,1.5,0.0036,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0072,0.0,0.22
8,0.113,0.63,0.61,0,2.0,0.0117,0.0,0.22
3,0.113,0.48,0.65,0,2.5,0.0078,0.0,0.22
6,0.113,0.56,0.54,0,2.0,0.0004,0.0,0.22
12,0.113,0.42,0.66,0,1.5,0.0087,0.0,0.22
6,0.113,0.47,0.4,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0081,0.0,0.22
6,0.113,0.5,0.66,0,2.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0125,0.0,0.22
9,0.113,0.53,0.52,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0104,0.0,0.22
6,0.113,0.46,0.46,0,2.0,0.0077,0.0,0.22
3,0.113,0.61,0.76,0,1.5,0.0102,0.0,0.22
6,0.113,0.44,0.55,0,2.5,0.009,0.0,0.22
4,0.113,0.38,0.77,0,2.0,0.0062,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0058,0.0,0.22
6,0.113,0.73,0.46,0,2.5,0.0059,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0066,0.0,0.22
8,0.113,0.41,0.56,0,2.0,0.0224,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0051,0.0,0.22
12,0.113,0.6,0.55,0,2.0,0.0107,0.0,0.22
2,0.113,0.32,0.53,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0095,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0074,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0114,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0036,0.0,0.22
9,0.113,0.69,0.52,0,1.5,0.0082,0.0,0.22
9,0.113,0.57,0.56,0,2.0,0.0053,0.0,0.22
4,0.113,0.59,0.59,0,2.0,0.0,1.0,0.22
6,0.113,0.51,0.76,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
6,0.113,0.51,0.68,0,2.5,0.0046,0.0,0.22
4,0.113,0.52,0.62,0,2.5,0.0109,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0,1.0,0.22
8,0.113,0.41,0.66,0,1.5,0.0082,0.0,0.22
2,0.113,0.56,0.67,0,2.5,0.0,1.0,0.22
2,0.113,0.76,0.44,0,1.5,0.0098,0.0,0.22
2,0.113,0.47,0.52,0,2.5,0.0,1.0,0.22
3,0.113,0.69,0.57,0,1.5,0.008,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0076,0.0,0.22
9,0.113,0.5,0.62,0,2.5,0.0102,0.0,0.22
4,0.113,0.64,0.51,0,2.5,0.0087,0.0,0.22
8,0.113,0.55,0.71,0,1.5,0.0081,0.0,0.22
6,0.113,0.68,0.58,0,2.5,0.0,1.0,0.22
6,0.113,0.5,0.58,0,1.5,0.0074,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0136,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0003,0.0,0.22
4,0.113,0.67,0.47,0,1.5,0.0115,0.0,0.22
4,0.113,0.76,0.31,0,2.5,0.0,1.0,0.22
12,0.113,0.73,0.45,0,2.0,0.0106,0.0,0.22
3,0.113,0.41,0.38,0,2.0,0.0926,0.0,0.22
9,0.113,0.61,0.53,0,1.5,0.0081,0.0,0.22
8,0.113,0.62,0.67,0,1.5,0.0098,0.0,0.22
8,0.113,0.59,0.63,0,1.5,0.004,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,1.5,0.008,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0107,0.0,0.22
6,0.113,0.51,0.66,0,2.5,0.0,1.0,0.22
2,0.113,0.64,0.63,0,2.5,0.0044,0.0,0.22
9,0.113,0.32,0.63,0,1.5,0.0001,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.006,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
4,0.113,0.65,0.5,0,1.5,0.01,0.0,0.22
9,0.113,0.54,0.55,0,2.5,0.0056,0.0,0.22
6,0.113,0.62,0.52,0,2.5,0.0001,0.0,0.22
9,0.113,0.59,0.62,0,2.0,0.0001,0.0,0.22
8,0.113,0.45,0.65,0,2.0,0.0091,0.0,0.22
8,0.113,0.43,0.55,0,2.0,0.0108,0.0,0.22
2,0.113,0.56,0.75,0,2.0,0.0,1.0,0.22
3,0.113,0.73,0.7,0,2.0,0.0,1.0,0.22
3,0.113,0.34,0.77,0,1.5,0.0069,0.0,0.22
4,0.113,0.73,0.63,0,2.5,0.0053,0.0,0.22
12,0.113,0.61,0.54,0,2.5,0.0089,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0089,0.0,0.22
3,0.113,0.53,0.48,0,2.0,0.0048,0.0,0.22
2,0.113,0.91,0.56,0,1.5,0.0221,0.0,0.22
2,0.113,0.5,0.71,0,2.5,0.0,1.0,0.22
