robot_max_speed,robot_radius,success_rate,collision_rate,average_collision_amount,timeout_rate,timeout_collision_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,dyn_obstacle_occupation,crowdnav,dwa,rlca,teb
0.22,0.113,0.27,0.73,13.97,0.0,0.37,212.91,2600290002599.9,70,70,1,70,4,0,0,0,0,288.0,0.0252,2450,2.3219,5,0.3153,0.4,0.0116,0.0,0.64,0.64,9,6,0,0,1,0
0.22,0.113,0.93,0.07,0.14,0.0,0.0,18.9,294579310637.17,50,50,1,70,3,0,0,0,0,196.3636,0.0155,1250,2.3219,8,0.2344,0.5,0.0116,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.48,0.52,3.38,0.0,0.03,87.74,875651725011.69,90,90,1,70,5,0,0,0,0,225.0,0.0393,4050,2.3219,10,0.3051,0.5,0.0108,0.0,0.48,0.63,8,5,0,0,1,0
0.22,0.113,0.34,0.66,12.03,0.0,0.1,128.53,1516962070479.97,50,50,1,30,3,0,0,0,0,120.0,0.0124,1250,2.3219,3,0.4516,1.0,0.0063,0.0,0.52,0.88,2,2,0,0,1,0
0.22,0.113,0.27,0.73,22.8,0.0,0.4,238.8,3105226669770.93,90,90,1,30,5,0,0,0,0,360.0,0.0314,4050,2.3219,2,0.4767,1.0,0.0175,0.0,0.56,0.46,8,4,0,0,1,0
0.22,0.113,0.36,0.64,3.39,0.0,0.0,68.67,933139286646.75,50,50,1,45,3,0,0,0,0,144.0,0.014,1250,2.3219,11,0.3676,0.7,0.0101,0.0,0.69,0.45,6,3,0,0,1,0
0.22,0.113,0.27,0.73,19.27,0.0,0.47,259.7,3222423336553.57,90,90,1,30,5,0,0,0,0,216.0,0.0299,4050,2.3219,4,0.5022,0.5,0.0102,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.1,0.9,14.43,0.0,0.27,181.6,2851880002850.8,90,90,1,70,4,0,0,0,0,144.0,0.036,4050,2.3219,10,0.3957,0.5,0.0092,0.0,0.42,0.67,12,8,0,0,1,0
0.22,0.113,0.1,0.9,28.37,0.0,0.33,346.0,3194506669859.73,90,90,1,30,4,0,0,0,0,240.0,0.0264,4050,2.3219,7,0.5727,0.4,0.0078,0.0,0.46,0.4,4,2,0,0,1,0
0.22,0.113,0.61,0.39,1.0,0.0,0.0,22.48,171725000171.18,50,50,1,15,3,0,0,0,0,180.0,0.0098,1250,2.3219,3,0.5668,1.0,0.0054,0.0,0.72,0.62,4,2,0,0,1,0
0.22,0.113,0.2,0.8,27.0,0.0,0.23,343.26,2517880002516.8,90,90,1,45,5,0,0,0,0,154.2857,0.034,4050,2.3219,7,0.4179,0.4,0.0097,0.0,0.57,0.56,8,5,0,0,1,0
0.22,0.113,0.9,0.1,0.14,0.0,0.0,26.15,238772414030.14,50,50,1,70,3,0,0,0,0,180.0,0.0151,1250,2.3219,3,0.2944,1.0,0.0105,0.0,0.39,0.38,2,1,0,0,1,0
0.22,0.113,0.17,0.83,33.17,0.0,0.37,378.63,3160933336493.67,90,90,1,30,3,0,0,0,0,180.0,0.0237,4050,2.3219,3,0.6543,1.0,0.0051,0.0,0.58,0.59,12,7,0,0,1,0
0.22,0.113,0.52,0.48,0.76,0.0,0.0,28.05,310158620998.14,50,50,1,70,4,0,0,0,0,180.0,0.0137,1250,2.3219,2,0.314,0.0,0.0,1.0,0.64,0.48,6,3,0,0,1,0
0.22,0.113,0.31,0.69,8.31,0.0,0.07,128.07,1515662070479.38,70,70,1,70,3,0,0,0,0,130.9091,0.0257,2450,2.3219,13,0.3637,0.7,0.0123,0.0,0.61,0.52,6,3,0,0,1,0
0.22,0.113,0.33,0.67,20.03,0.0,0.27,255.15,2192073335526.07,70,70,1,30,4,0,0,0,0,180.0,0.0226,2450,2.3219,5,0.4292,0.4,0.0073,0.0,0.59,0.6,6,4,0,0,1,0
0.22,0.113,0.63,0.37,0.97,0.0,0.0,50.75,522466667187.33,70,70,1,70,4,0,0,0,0,294.5455,0.0267,2450,2.3219,6,0.2676,0.5,0.0104,0.0,0.67,0.54,3,2,0,0,1,0
0.22,0.113,0.23,0.77,12.9,0.0,0.13,181.44,1704743335035.77,90,90,1,45,3,0,0,0,0,227.3684,0.0287,4050,2.3219,11,0.5577,0.5,0.0105,0.0,0.41,0.52,4,2,0,0,1,0
0.22,0.113,0.27,0.73,19.87,0.0,0.1,254.97,2212533335544.67,90,90,1,70,4,0,0,0,0,180.0,0.0378,4050,2.3219,9,0.353,0.6,0.0112,0.0,0.52,0.54,12,6,0,0,1,0
0.22,0.113,0.27,0.73,13.83,0.0,0.1,134.53,1382413334716.47,50,50,1,45,3,0,0,0,0,120.0,0.0139,1250,2.3219,3,0.3532,0.7,0.0051,0.0,0.59,0.52,6,3,0,0,1,0
0.22,0.113,0.43,0.57,18.27,0.0,0.2,214.84,1722176668387.43,70,70,1,15,4,0,0,0,0,180.0,0.0141,2450,2.3219,2,0.6684,1.0,0.0008,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.9,0.1,0.1,0.0,0.0,22.69,207393103653.93,50,50,1,45,5,0,0,0,0,180.0,0.0142,1250,2.3219,2,0.3048,0.0,0.0,1.0,0.44,0.57,4,2,0,0,1,0
0.22,0.113,0.27,0.73,13.5,0.0,0.13,223.47,1768400001766.0,90,90,1,30,4,0,0,0,0,240.0,0.0285,4050,2.3219,3,0.5573,0.7,0.0047,0.0,0.55,0.84,4,3,0,0,1,0
0.22,0.113,0.8,0.2,0.87,0.0,0.0,33.28,285533333617.67,50,50,1,30,3,0,0,0,0,180.0,0.0106,1250,2.3219,6,0.5244,0.5,0.0089,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.27,0.73,21.03,0.0,0.27,386.42,2243133335574.67,90,90,1,30,4,0,0,0,0,180.0,0.023,4050,2.3219,4,0.6383,0.2,0.008,0.0,0.59,0.42,8,3,0,0,1,0
0.22,0.113,0.1,0.9,18.03,0.0,0.1,290.09,1845786668510.53,90,90,1,15,3,0,0,0,0,90.0,0.0196,4050,2.3219,4,0.7065,1.0,0.0024,0.0,0.56,0.62,12,7,0,0,1,0
0.22,0.113,0.3,0.7,7.3,0.0,0.1,147.43,1475423334806.57,90,90,1,70,4,0,0,0,0,240.0,0.0382,4050,2.3219,12,0.3425,0.3,0.0107,0.0,0.63,0.64,8,5,0,0,1,0
0.22,0.113,0.9,0.1,3.83,0.0,0.07,84.41,825836667491.03,70,70,1,15,5,0,0,0,0,180.0,0.0155,2450,2.3219,2,0.6251,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.14,0.86,21.93,0.0,0.24,220.94,2754151726892.21,90,90,1,45,3,0,0,0,0,288.0,0.0303,4050,2.3219,5,0.5273,0.6,0.0085,0.0,0.49,0.57,12,7,0,0,1,0
0.22,0.113,0.1,0.9,32.72,0.0,0.41,338.96,3277248279136.28,90,90,1,70,3,0,0,0,0,216.0,0.0305,4050,2.3219,5,0.5281,0.4,0.0073,0.0,0.52,0.53,8,4,0,0,1,0
0.22,0.113,0.67,0.33,7.57,0.0,0.17,137.45,1579440001577.4,90,90,1,70,5,0,0,0,0,180.0,0.0379,4050,2.3219,3,0.3074,1.0,0.0074,0.0,0.46,0.59,4,2,0,0,1,0
0.22,0.113,0.55,0.45,1.45,0.0,0.0,38.2,454579310797.17,50,50,1,30,5,0,0,0,0,180.0,0.0135,1250,2.3219,3,0.3544,1.0,0.0076,0.0,0.45,0.68,2,1,0,0,1,0
0.22,0.113,0.23,0.77,5.3,0.0,0.0,91.05,991946667658.13,70,70,1,45,4,0,0,0,0,154.2857,0.0237,2450,2.3219,6,0.3698,0.7,0.0126,0.0,0.58,0.64,9,6,0,0,1,0
0.22,0.113,0.83,0.17,0.27,0.0,0.0,23.53,231960000231.6,50,50,1,70,5,0,0,0,0,180.0,0.0154,1250,2.3219,2,0.2304,0.0,0.0,1.0,0.6,0.6,6,4,0,0,1,0
0.22,0.113,0.4,0.6,9.73,0.0,0.1,131.4,1267546667933.13,70,70,1,15,4,0,0,0,0,90.0,0.0154,2450,2.3219,5,0.6257,0.8,0.0067,0.0,0.51,0.61,6,4,0,0,1,0
0.22,0.113,0.33,0.67,14.23,0.0,0.2,257.66,1779240001778.4,90,90,1,45,3,0,0,0,0,288.0,0.0304,4050,2.3219,4,0.5278,0.5,0.0105,0.0,0.6,0.68,8,5,0,0,1,0
0.22,0.113,0.33,0.67,9.93,0.0,0.07,165.99,1324436667989.03,70,70,1,15,5,0,0,0,0,90.0,0.0202,2450,2.3219,4,0.4851,0.5,0.0037,0.0,0.6,0.54,9,5,0,0,1,0
0.22,0.113,0.76,0.24,4.38,0.0,0.03,53.41,632524138561.45,50,50,1,30,3,0,0,0,0,360.0,0.0119,1250,2.3219,1,0.4868,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.23,0.77,16.37,0.0,0.13,228.74,1934683335268.17,90,90,1,70,5,0,0,0,0,270.0,0.0403,4050,2.3219,6,0.2737,0.5,0.0093,0.0,0.62,0.81,8,7,0,0,1,0
0.22,0.113,0.59,0.41,3.79,0.0,0.07,92.94,855003449129.34,50,50,1,30,3,0,0,0,0,360.0,0.0126,1250,2.3219,2,0.4388,1.0,0.0065,0.0,0.43,0.48,4,2,0,0,1,0
0.22,0.113,0.07,0.93,20.56,0.0,0.19,289.59,1972414816785.63,90,90,1,30,3,0,0,0,0,240.0,0.0243,4050,2.3219,3,0.6423,1.0,0.009,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.83,0.17,1.93,0.0,0.03,50.64,454151724592.21,50,50,1,70,5,0,0,0,0,180.0,0.0151,1250,2.3219,2,0.2364,0.0,0.0,1.0,0.61,0.81,2,2,0,0,1,0
0.22,0.113,0.73,0.27,3.63,0.0,0.03,94.88,1123200001122.0,90,90,1,70,5,0,0,0,0,200.0,0.0374,4050,2.3219,11,0.3175,0.5,0.0216,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.14,0.86,16.86,0.0,0.24,297.43,2382717243761.66,70,70,1,30,4,0,0,0,0,360.0,0.0199,2450,2.3219,3,0.49,0.7,0.0109,0.0,0.54,0.58,9,5,0,0,1,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,26.83,225655172637.59,50,50,1,70,4,0,0,0,0,180.0,0.0154,1250,2.3219,2,0.232,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.3,0.7,17.6,0.0,0.23,228.67,2136440002134.4,70,70,1,45,3,0,0,0,0,120.0,0.0228,2450,2.3219,7,0.4349,0.6,0.0066,0.0,0.55,0.42,6,3,0,0,1,0
0.22,0.113,0.59,0.41,4.41,0.0,0.07,90.34,871234483628.55,70,70,1,45,4,0,0,0,0,360.0,0.0233,2450,2.3219,2,0.3929,1.0,0.0098,0.0,0.52,0.67,6,4,0,0,1,0
0.22,0.113,0.55,0.45,2.34,0.0,0.03,60.73,535748276396.79,50,50,1,70,3,0,0,0,0,90.0,0.0151,1250,2.3219,6,0.2864,0.7,0.0065,0.0,0.5,0.56,6,3,0,0,1,0
0.22,0.113,0.13,0.87,25.23,0.0,0.2,261.69,2861850002860.5,70,70,1,15,3,0,0,0,0,240.0,0.0133,2450,2.3219,4,0.6982,1.0,0.0098,0.0,0.48,0.58,6,3,0,0,1,0
0.22,0.113,0.93,0.07,0.1,0.0,0.0,19.6,188451724324.86,50,50,1,15,5,0,0,0,0,90.0,0.0108,1250,2.3219,4,0.5092,0.5,0.0054,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.5,0.47,12.9,0.03,0.17,170.25,1522013334855.47,70,70,1,30,4,0,0,0,0,240.0,0.0187,2450,2.3219,3,0.5318,0.7,0.0039,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.34,0.66,19.31,0.0,0.21,296.04,2099572415891.93,90,90,1,30,5,0,0,0,0,180.0,0.0338,4050,2.3219,6,0.43,0.3,0.0077,0.0,0.65,0.68,8,5,0,0,1,0
0.22,0.113,0.43,0.57,1.27,0.0,0.1,75.93,2270493335602.27,50,90,1,45,4,0,0,0,0,180.0,0.02,2250,2.3219,2,0.4556,0.0,0.0,1.0,0.75,0.56,6,3,1,0,0,0
2,0.267,0.43,0.13,0.27,0.43,0.03,81.21,3870720003868.2,50,90,1,30,4,0,0,0,0,120.0,0.0186,2250,2.3219,6,0.4898,0.7,0.0104,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.57,0.43,0.73,0.0,0.3,51.45,3026746669694.13,70,90,1,30,5,0,0,0,0,120.0,0.0243,3150,2.3219,6,0.4984,0.3,0.0134,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.3,0.7,1.33,0.0,0.0,63.06,1388343334721.77,50,70,1,15,4,0,0,0,0,120.0,0.0138,1750,2.3219,6,0.5471,0.3,0.008,0.0,0.65,0.49,6,3,1,0,0,0
1.1,0.625,0.4,0.6,1.8,0.0,0.37,88.58,3576453336907.87,90,70,0,0,0,1,20,4,0,169.4118,0.0325,3150,2.3219,15,0.2692,0.6,0.0213,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.2,0.8,2.17,0.0,0.5,62.05,4010703337341.37,90,70,1,45,4,0,0,0,0,90.0,0.0253,3150,2.3219,4,0.4763,1.0,0.002,0.0,0.42,0.64,3,2,1,0,0,0
1.1,0.625,0.77,0.23,0.3,0.0,0.0,58.66,935643334268.77,50,50,1,45,5,0,0,0,0,180.0,0.0148,1250,2.3219,3,0.2908,1.0,0.0068,0.0,0.69,0.61,4,2,1,0,0,0
2,0.267,0.23,0.6,0.93,0.17,0.5,242.04,4536013337866.47,50,70,1,70,4,0,0,0,0,360.0,0.0205,1750,2.3219,1,0.246,0.0,0.0,1.0,0.46,0.65,4,3,0,0,1,0
0.22,0.113,0.4,0.6,1.73,0.0,0.13,109.73,2822506669487.73,90,50,1,70,3,0,0,0,0,216.0,0.0235,2250,2.3219,6,0.3467,0.7,0.0071,0.0,0.59,0.51,6,3,1,0,0,0
2,0.267,0.47,0.17,0.23,0.37,0.13,35.86,3495393336826.27,50,50,1,70,5,0,0,0,0,180.0,0.0154,1250,2.3219,2,0.226,0.0,0.0,1.0,0.57,0.34,2,1,0,0,1,0
1.1,0.625,0.53,0.47,3.83,0.0,0.2,61.52,1761116668425.83,50,70,0,0,0,1,10,6,0,180.0,0.0167,1750,2.3219,2,0.4083,1.0,0.0004,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.23,0.4,0.57,0.37,0.33,137.99,4565053337898.87,50,90,1,45,4,0,0,0,0,180.0,0.0211,2250,2.3219,2,0.3951,0.0,0.0,1.0,0.61,0.44,3,1,0,0,1,0
1.1,0.625,0.7,0.23,0.47,0.07,0.03,26.78,991373334322.07,50,50,0,0,0,1,10,2,0,261.8182,0.0161,1250,2.3219,13,0.1684,0.6,0.0149,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.37,0.47,0.97,0.17,0.37,236.79,4198306670864.73,90,70,1,45,4,0,0,0,0,240.0,0.0287,3150,2.3219,8,0.4146,0.8,0.0088,0.0,0.55,0.41,6,2,0,0,1,0
2,0.267,0.55,0.45,0.79,0.0,0.24,61.13,2311282760931.1,70,50,1,70,3,0,0,0,0,180.0,0.0195,1750,2.3219,7,0.3223,0.6,0.0091,0.0,0.87,0.59,4,2,1,0,0,0
0.22,0.113,0.62,0.38,1.59,0.0,0.0,52.77,600165517839.93,50,90,1,70,4,0,0,0,0,360.0,0.0241,2250,2.3219,3,0.2978,0.7,0.0144,0.0,0.61,0.48,6,3,0,0,1,0
0.22,0.113,0.7,0.3,0.5,0.0,0.0,69.65,1113153334444.87,50,50,1,30,5,0,0,0,0,360.0,0.0151,1250,2.3219,1,0.2488,0.0,0.0,1.0,0.58,0.56,6,3,1,0,0,0
2,0.267,0.37,0.63,2.5,0.0,0.2,174.11,2659550002658.5,70,50,1,15,4,0,0,0,0,180.0,0.0139,1750,2.3219,5,0.5457,0.6,0.0086,0.0,0.65,0.63,6,4,0,0,1,0
0.22,0.113,0.4,0.6,1.77,0.0,0.03,129.16,2275066668939.33,90,70,1,45,3,0,0,0,0,72.0,0.0235,3150,2.3219,6,0.546,0.5,0.0062,0.0,0.44,0.51,3,2,1,0,0,0
0.22,0.113,0.47,0.53,8.37,0.0,0.07,146.0,1493520001492.2,90,70,0,0,0,1,20,4,0,205.7143,0.0323,3150,2.3219,18,0.2819,0.4,0.0122,0.0,0.58,0.52,9,5,0,0,1,0
2,0.267,0.6,0.4,0.57,0.0,0.3,52.14,2733870002732.7,50,90,1,45,5,0,0,0,0,240.0,0.0233,2250,2.3219,3,0.3336,1.0,0.0122,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.93,0.07,0.07,0.0,0.03,63.36,1353483334685.17,70,50,1,30,5,0,0,0,0,180.0,0.0177,1750,2.3219,4,0.3389,0.5,0.0047,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.93,0.07,0.1,0.0,0.07,43.13,1012823334344.57,50,70,1,70,3,0,0,0,0,120.0,0.0176,1750,2.3219,10,0.4006,0.6,0.0105,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.4,0.6,1.6,0.0,0.17,17.44,1312210001311.1,50,90,0,0,0,1,30,4,0,77.1429,0.0204,2250,2.3219,14,0.4647,0.6,0.0215,0.0,0.64,0.45,9,4,1,0,0,0
0.22,0.113,0.57,0.43,18.97,0.0,0.27,215.62,1849900001849.0,50,70,1,15,5,0,0,0,0,180.0,0.0147,1750,2.3219,4,0.5057,0.5,0.0067,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.87,0.13,0.17,0.0,0.07,73.78,2130253335462.87,90,90,0,0,0,1,10,4,0,168.0,0.0441,4050,2.3219,12,0.1301,0.5,0.0123,0.0,0.58,0.47,4,2,1,0,0,0
2,0.267,0.27,0.73,7.27,0.0,0.47,325.05,3287626669953.93,50,90,0,0,0,1,40,6,0,338.8235,0.0127,2250,2.3219,9,0.7071,0.6,0.025,0.0,0.48,0.63,9,6,0,0,1,0
0.22,0.113,0.47,0.53,2.43,0.0,0.0,10.77,185570000184.7,90,50,1,15,3,0,0,0,0,180.0,0.0147,2250,2.3219,2,0.6544,1.0,0.0009,0.0,0.44,0.7,9,6,1,0,0,0
2,0.267,0.23,0.77,1.13,0.0,0.73,64.73,4832566671498.33,70,90,0,0,0,1,40,4,0,307.3171,0.0281,3150,2.3219,10,0.4363,0.5,0.0186,0.0,0.0,0.0,0,0,1,0,0,0
2,0.267,0.17,0.4,0.57,0.43,0.3,141.41,4788800004790.0,70,50,0,0,0,1,0,6,0,180.0,0.0219,1750,2.3219,2,0.0674,1.0,0.0003,0.0,0.96,0.74,2,1,0,0,1,0
0.22,0.113,0.9,0.1,0.1,0.0,0.0,51.64,986493334318.27,50,50,1,70,4,0,0,0,0,180.0,0.0157,1250,2.3219,2,0.2108,0.0,0.0,1.0,0.41,0.74,2,1,1,0,0,0
0.22,0.113,0.27,0.7,1.4,0.03,0.3,126.7,3607076670271.43,90,90,0,0,0,1,30,6,0,200.0,0.032,4050,2.3219,9,0.476,0.6,0.0123,0.0,0.44,0.69,4,3,1,0,0,0
2,0.267,0.38,0.45,0.9,0.17,0.24,113.53,3299820692953.38,50,50,1,70,3,0,0,0,0,180.0,0.0151,1250,2.3219,6,0.2568,0.3,0.008,0.0,0.52,0.46,4,2,0,0,1,0
1.1,0.625,1.0,0.0,0.0,0.0,0.0,56.44,635046667299.13,90,70,0,0,0,1,0,4,0,180.0,0.0366,3150,2.3219,2,0.0502,1.0,0.0002,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.23,0.03,0.1,0.73,0.03,279.13,4980273338310.07,90,70,0,0,0,1,20,4,0,288.0,0.0326,3150,2.3219,7,0.2676,0.4,0.0095,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.67,0.33,0.47,0.0,0.13,60.17,1914943335247.77,50,70,1,45,4,0,0,0,0,360.0,0.0184,1750,2.3219,4,0.3609,0.5,0.0306,0.0,0.4,0.68,4,3,1,0,0,0
1.1,0.625,0.87,0.13,0.13,0.0,0.0,8.29,62591304410.26,50,70,0,0,0,1,20,6,0,303.1579,0.0117,1750,2.3219,8,0.6431,0.5,0.0134,0.0,0.4,0.34,2,1,0,0,1,0
0.22,0.113,0.37,0.63,1.5,0.0,0.23,112.47,2928190002926.9,90,70,1,30,5,0,0,0,0,180.0,0.0258,3150,2.3219,4,0.4576,0.5,0.0047,0.0,0.51,0.6,9,5,1,0,0,0
1.1,0.625,0.9,0.1,0.13,0.0,0.0,43.66,418043333748.77,90,50,1,70,5,0,0,0,0,180.0,0.0254,2250,2.3219,2,0.2204,0.0,0.0,1.0,0.7,0.51,6,3,0,0,1,0
1.1,0.625,0.3,0.7,3.5,0.0,0.13,106.94,1692050001689.5,90,70,0,0,0,1,10,4,0,187.8261,0.0347,3150,2.3219,17,0.1768,0.5,0.0102,0.0,0.63,0.58,9,5,0,0,1,0
0.22,0.113,0.03,0.97,15.6,0.0,0.5,392.66,3688023337021.57,50,50,0,0,0,1,10,4,0,196.3636,0.0134,1250,2.3219,6,0.37,0.5,0.0149,0.0,0.5,0.47,4,2,0,0,1,0
0.22,0.113,0.23,0.77,1.43,0.0,0.23,128.17,3574946670241.13,90,90,0,0,0,1,40,2,0,221.5385,0.0449,4050,2.3219,41,0.1599,0.4,0.0142,0.0,0.65,0.55,12,7,1,0,0,0
0.22,0.113,0.0,1.0,41.0,0.0,0.0,430.1,5950000005950.0,90,50,1,15,5,0,0,0,0,180.0,0.0174,2250,2.3219,2,0.5282,0.0,0.0,1.0,0.43,0.53,6,3,0,0,1,0
1.1,0.625,0.17,0.83,1.57,0.0,0.4,86.29,3822706670489.73,70,90,0,0,0,1,10,4,0,278.7097,0.0347,3150,2.3219,14,0.1778,0.4,0.0147,0.0,0.58,0.84,3,3,1,0,0,0
1.1,0.625,0.43,0.57,0.93,0.0,0.47,66.93,3662973336996.07,70,90,0,0,0,1,20,2,0,158.0488,0.0365,3150,2.3219,29,0.1235,0.5,0.0131,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.87,0.13,0.5,0.0,0.0,46.03,431213333763.47,70,50,1,70,5,0,0,0,0,360.0,0.0211,1750,2.3219,1,0.1977,0.0,0.0,1.0,0.8,0.4,2,1,0,0,1,0
0.22,0.113,0.27,0.73,16.93,0.0,0.23,256.0,2329556668995.23,50,90,1,70,3,0,0,0,0,360.0,0.0222,2250,2.3219,3,0.3853,0.3,0.0193,0.0,0.33,0.44,6,3,0,0,1,0
0.22,0.113,0.6,0.4,2.23,0.0,0.0,83.65,800463334131.97,90,90,0,0,0,1,10,4,0,126.0,0.0438,4050,2.3219,18,0.1433,0.4,0.0144,0.0,0.59,0.68,4,3,0,0,1,0
2,0.267,0.23,0.57,1.27,0.2,0.3,282.77,4359133337690.67,50,70,0,0,0,1,20,2,0,135.0,0.0215,1750,2.3219,18,0.1851,0.6,0.0153,0.0,0.54,0.38,4,2,0,0,1,0
1.1,0.625,0.3,0.7,3.17,0.0,0.3,68.8,2705973336039.07,50,70,0,0,0,1,30,2,0,60.0,0.0208,1750,2.3219,26,0.2606,0.6,0.0174,0.0,0.69,0.72,6,4,1,0,0,0
1.1,0.625,0.6,0.4,0.77,0.0,0.1,35.21,1332626667995.93,70,50,0,0,0,1,40,2,0,77.1429,0.0202,1750,2.3219,28,0.32,0.6,0.1221,0.0006,0.8,0.52,4,2,1,0,0,0
2,0.267,0.37,0.47,0.87,0.17,0.33,202.32,3635213336967.47,50,70,1,45,5,0,0,0,0,180.0,0.0195,1750,2.3219,2,0.2891,0.0,0.0,1.0,0.41,0.36,6,2,0,0,1,0
2,0.267,0.23,0.53,1.67,0.23,0.33,217.06,4113540004112.4,70,90,0,0,0,1,20,4,0,151.5789,0.0323,3150,2.3219,14,0.2754,0.6,0.0145,0.0,0.41,0.4,3,1,0,0,1,0
2,0.267,0.47,0.53,0.9,0.0,0.37,439.15,2464180002462.8,90,90,1,15,3,0,0,0,0,180.0,0.0178,4050,2.3219,3,0.7519,1.0,0.0022,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.0,1.0,17.0,0.0,0.0,872.11,5960400005964.0,90,70,0,0,0,1,40,4,0,329.1429,0.0286,3150,2.3219,10,0.4048,0.9,0.0121,0.0,0.57,0.67,3,2,0,0,1,0
2,0.267,0.23,0.77,1.63,0.0,0.4,71.78,3892533337224.67,90,70,1,15,4,0,0,0,0,120.0,0.0176,3150,2.3219,3,0.676,1.0,0.0045,0.0,0.56,0.51,6,3,1,0,0,0
0.22,0.113,0.43,0.57,0.73,0.0,0.0,68.16,1267636667934.03,50,50,1,45,3,0,0,0,0,180.0,0.0149,1250,2.3219,5,0.3164,0.6,0.0091,0.0,0.53,0.46,6,3,1,0,0,0
2,0.267,0.33,0.67,1.07,0.0,0.33,65.32,3191250003190.5,50,90,1,70,4,0,0,0,0,360.0,0.0263,2250,2.3219,3,0.2351,0.3,0.0152,0.0,0.62,0.52,9,5,1,0,0,0
0.22,0.113,0.9,0.07,0.1,0.03,0.03,56.34,1361723334692.57,70,50,1,15,5,0,0,0,0,360.0,0.0135,1750,2.3219,1,0.5429,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0
2,0.267,0.62,0.38,1.1,0.0,0.1,103.02,1515337932548.21,70,50,1,15,4,0,0,0,0,120.0,0.0137,1750,2.3219,3,0.5594,0.7,0.0056,0.0,0.53,0.59,6,4,0,0,1,0
2,0.267,0.34,0.62,4.14,0.03,0.38,188.88,3519403451793.0,90,50,0,0,0,1,40,2,0,87.2727,0.0259,2250,2.3219,34,0.2451,0.6,0.0106,0.0,0.57,0.7,3,2,0,0,1,0
