robot_max_speed,robot_radius,success_rate,collision_rate,average_collision_amount,timeout_rate,timeout_collision_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,dyn_obstacle_occupation,crowdnav,dwa,rlca,teb
1.1,0.625,0.4,0.6,11.1,0.0,0.3,255.31,2355946669022.13,70,50,0,0,0,1,20,4,0,360.0,0.0175,1750,2.3219,1,0.3757,0.0,0.0,1.0,0.5,0.37,4,1,0,0,1,0
1.1,0.625,0.53,0.4,1.77,0.07,0.23,75.13,2056733335387.67,90,70,0,0,0,1,30,4,0,295.3846,0.0303,3150,2.3219,19,0.3643,0.3,0.0148,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.47,0.5,1.3,0.03,0.07,142.26,3025626669691.93,90,90,0,0,0,1,30,2,0,137.1429,0.0454,4050,2.3219,46,0.136,0.6,0.0149,0.0,0.65,0.63,8,5,1,0,0,0
1.1,0.625,0.33,0.67,2.5,0.0,0.4,48.51,3216250003215.5,70,70,1,30,3,0,0,0,0,90.0,0.018,2450,2.3219,5,0.5771,0.8,0.01,0.0,0.76,0.68,6,4,1,0,0,0
0.22,0.113,0.3,0.7,4.8,0.0,0.03,115.29,1078746667743.13,70,50,1,45,3,0,0,0,0,216.0,0.0185,1750,2.3219,12,0.3737,0.5,0.0089,0.0,0.64,0.73,6,4,0,0,1,0
0.22,0.113,0.83,0.17,3.9,0.0,0.0,69.53,598133333929.67,90,50,0,0,0,1,10,4,0,290.7692,0.0252,2250,2.3219,9,0.222,0.6,0.0128,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.17,0.83,2.33,0.0,0.7,45.11,4361826671026.93,90,70,1,30,3,0,0,0,0,257.1429,0.0244,3150,2.3219,8,0.5405,0.6,0.0087,0.0,0.52,0.58,9,5,1,0,0,0
1.1,0.625,0.66,0.34,1.52,0.0,0.1,55.65,1007406897557.52,70,70,1,30,4,0,0,0,0,90.0,0.0203,2450,2.3219,4,0.489,0.5,0.0049,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.83,0.17,0.17,0.0,0.0,66.95,1070086667734.53,50,50,1,70,5,0,0,0,0,180.0,0.0151,1250,2.3219,2,0.2336,0.0,0.0,1.0,0.41,0.48,4,2,1,0,0,0
1.1,0.625,0.57,0.43,1.13,0.0,0.03,75.76,930866667596.33,90,70,0,0,0,1,10,4,0,154.2857,0.0347,3150,2.3219,14,0.1686,0.4,0.0117,0.0,0.85,0.84,3,3,0,0,1,0
0.22,0.113,0.47,0.53,1.17,0.0,0.1,111.92,2554626669217.93,90,50,0,0,0,1,40,2,0,90.0,0.0258,2250,2.3219,24,0.2507,0.5,0.0103,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.55,0.45,1.1,0.0,0.0,11.95,189186207084.62,70,70,1,15,3,0,0,0,0,180.0,0.0147,2450,2.3219,2,0.6629,0.0,0.0,1.0,0.44,0.6,6,4,1,0,0,0
1.1,0.625,0.63,0.37,0.67,0.0,0.0,63.51,1367803334699.37,70,50,0,0,0,1,0,2,0,180.0,0.0219,1750,2.3219,2,0.0674,1.0,0.0003,0.0,0.51,0.71,6,4,1,0,0,0
1.1,0.625,0.76,0.21,1.93,0.03,0.07,71.39,1048551725185.86,70,70,1,45,5,0,0,0,0,144.0,0.0261,2450,2.3219,6,0.3031,0.5,0.0082,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.37,0.63,1.3,0.0,0.37,43.42,2881746669546.13,50,50,1,15,4,0,0,0,0,90.0,0.0111,1250,2.3219,4,0.5212,0.5,0.0055,0.0,0.46,0.6,2,1,1,0,0,0
0.22,0.113,0.9,0.1,0.13,0.0,0.03,53.29,1191960001191.6,50,50,1,15,3,0,0,0,0,180.0,0.0093,1250,2.3219,2,0.586,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.27,0.73,22.63,0.0,0.27,257.73,2291860002290.6,90,90,1,15,5,0,0,0,0,180.0,0.0235,4050,2.3219,2,0.6347,0.0,0.0,1.0,0.62,0.65,8,5,0,0,1,0
1.1,0.625,0.23,0.77,2.1,0.0,0.3,82.71,3381346670048.13,70,90,0,0,0,1,10,4,0,200.0,0.0347,3150,2.3219,16,0.1751,0.6,0.0157,0.0,0.55,0.64,9,6,1,0,0,0
2,0.267,0.52,0.48,0.83,0.0,0.0,74.82,402220690055.66,90,50,1,15,3,0,0,0,0,180.0,0.0119,2250,2.3219,2,0.7133,1.0,0.0001,0.0,0.54,0.92,3,3,0,0,1,0
0.22,0.113,0.57,0.43,0.7,0.0,0.0,108.42,2030266668696.33,90,90,1,70,5,0,0,0,0,288.0,0.0409,4050,2.3219,10,0.2744,0.6,0.0084,0.0,0.41,0.64,8,5,1,0,0,0
0.22,0.113,0.37,0.63,14.37,0.0,0.1,173.07,1696120001694.2,90,90,1,45,3,0,0,0,0,180.0,0.0315,4050,2.3219,3,0.5053,1.0,0.0055,0.0,0.59,0.42,12,5,0,0,1,0
2,0.267,0.3,0.7,1.27,0.0,0.27,89.29,3350633336680.67,70,90,0,0,0,1,30,2,0,196.3636,0.0361,3150,2.3219,27,0.1538,0.5,0.0161,0.0,0.62,0.6,9,5,1,0,0,0
2,0.267,0.23,0.77,8.47,0.0,0.53,87.94,4072106670736.73,90,90,0,0,0,1,40,6,0,296.4706,0.0283,4050,2.3219,7,0.5372,0.3,0.038,0.0,0.57,0.43,12,5,1,0,0,0
1.1,0.625,0.4,0.6,1.8,0.0,0.43,72.46,3163050003160.5,50,90,0,0,0,1,30,4,0,231.4286,0.0205,2250,2.3219,7,0.4629,0.4,0.0224,0.0,0.37,0.5,6,3,1,0,0,0
0.22,0.113,0.9,0.1,1.1,0.0,0.07,46.61,868344828455.17,50,70,0,0,0,1,40,4,0,180.0,0.0128,1750,2.3219,12,0.6123,0.7,0.1007,0.0003,0.0,0.0,0,0,1,0,0,0
2,0.267,0.43,0.57,0.73,0.0,0.43,161.43,3328960003328.6,90,90,1,70,3,0,0,0,0,120.0,0.0339,4050,2.3219,11,0.4627,0.5,0.0091,0.0,0.0,0.0,0,0,1,0,0,0
2,0.267,0.3,0.47,0.8,0.23,0.3,202.67,4124186670789.53,50,90,0,0,0,1,10,4,0,180.0,0.025,2250,2.3219,12,0.2304,0.8,0.0178,0.0,0.38,0.55,6,3,0,0,1,0
2,0.267,0.3,0.7,2.33,0.0,0.47,87.73,3897626670563.93,70,90,1,70,3,0,0,0,0,360.0,0.0287,3150,2.3219,3,0.414,0.7,0.0065,0.0,0.54,0.56,6,3,1,0,0,0
2,0.267,0.47,0.53,0.9,0.0,0.27,67.17,2910880002909.8,50,90,0,0,0,1,10,2,0,246.8571,0.0273,2250,2.3219,20,0.1133,0.5,0.0193,0.0,0.47,0.56,9,5,1,0,0,0
0.22,0.113,0.47,0.47,0.93,0.07,0.27,133.78,3678566670344.33,90,90,0,0,0,1,40,4,0,300.0,0.0375,4050,2.3219,13,0.3578,0.5,0.0126,0.0,0.0,0.0,0,0,1,0,0,0
2,0.267,0.6,0.4,0.47,0.0,0.0,77.46,1460160001458.6,70,50,1,70,5,0,0,0,0,180.0,0.0201,1750,2.3219,2,0.2503,0.0,0.0,1.0,0.65,0.59,4,2,1,0,0,0
0.22,0.113,0.03,0.97,16.45,0.0,0.21,214.62,2385513795488.93,70,70,0,0,0,1,30,4,0,308.5714,0.0231,2450,2.3219,10,0.4122,0.6,0.0152,0.0,0.54,0.51,9,5,0,0,1,0
1.1,0.625,0.53,0.47,0.9,0.0,0.0,96.88,2558173335890.07,90,90,0,0,0,1,0,4,0,180.0,0.0454,4050,2.3219,2,0.044,0.0,0.0,1.0,0.75,0.56,8,4,1,0,0,0
2,0.267,0.47,0.53,0.8,0.0,0.07,80.5,2548483335880.17,90,50,0,0,0,1,20,2,0,252.0,0.027,2250,2.3219,23,0.1642,0.7,0.0103,0.0,0.42,0.66,6,4,1,0,0,0
1.1,0.625,0.47,0.53,0.6,0.0,0.37,32.62,2782000002779.0,50,90,1,70,3,0,0,0,0,254.1176,0.0225,2250,2.3219,10,0.4073,0.6,0.0148,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.43,0.53,1.47,0.03,0.07,51.02,1057280001056.8,70,70,0,0,0,1,20,2,0,86.4,0.0292,2450,2.3219,26,0.1482,0.5,0.0129,0.0,0.46,0.61,3,2,0,0,1,0
1.1,0.625,0.07,0.6,1.37,0.33,0.47,39.49,5407916672070.83,90,70,1,45,4,0,0,0,0,240.0,0.0268,3150,2.3219,3,0.4506,1.0,0.0069,0.0,0.0,0.0,0,0,1,0,0,0
2,0.267,0.53,0.47,0.63,0.0,0.33,206.22,2965720002963.2,70,50,0,0,0,1,10,2,0,245.4545,0.0219,1750,2.3219,11,0.1331,0.5,0.0116,0.0,0.53,0.61,4,2,1,0,0,0
0.22,0.113,0.33,0.63,1.8,0.03,0.23,100.83,2956443336287.77,90,70,0,0,0,1,30,4,0,193.8462,0.0304,3150,2.3219,19,0.3757,0.5,0.0111,0.0,0.73,0.69,3,2,1,0,0,0
2,0.267,1.0,0.0,0.0,0.0,0.0,44.68,1122586667788.53,50,50,0,0,0,1,0,4,0,180.0,0.0163,1250,2.3219,2,0.0784,1.0,0.0004,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.6,0.4,0.63,0.0,0.17,70.45,2760496669425.63,70,90,0,0,0,1,10,2,0,156.5217,0.0367,3150,2.3219,19,0.0898,0.5,0.0163,0.0,0.55,0.4,3,1,1,0,0,0
0.22,0.113,0.73,0.27,0.53,0.0,0.03,97.22,2106133335437.67,70,90,1,45,5,0,0,0,0,90.0,0.0265,3150,2.3219,6,0.4259,0.7,0.0092,0.0,0.51,0.19,3,1,1,0,0,0
0.22,0.113,0.3,0.7,26.9,0.0,0.27,357.62,2687826669352.93,70,70,1,15,5,0,0,0,0,216.0,0.0219,2450,2.3219,3,0.4512,1.0,0.0111,0.0,0.62,0.79,6,5,0,0,1,0
0.22,0.113,0.6,0.4,4.4,0.0,0.03,70.29,805920000805.2,70,70,1,70,4,0,0,0,0,180.0,0.026,2450,2.3219,7,0.2849,0.7,0.0073,0.0,0.64,0.79,3,2,0,0,1,0
1.1,0.625,0.29,0.71,7.43,0.0,0.29,145.44,2031942859173.0,90,90,0,0,0,1,40,6,0,290.7692,0.0276,4050,2.3219,18,0.5706,0.6,0.0259,0.0,0.62,0.56,12,7,0,0,1,0
1.1,0.625,0.34,0.62,4.55,0.03,0.24,183.99,2063351726200.41,70,90,0,0,0,1,20,6,0,346.1538,0.0255,3150,2.3219,8,0.4613,0.5,0.013,0.0,0.42,0.67,6,4,0,0,1,0
2,0.267,0.83,0.17,0.17,0.0,0.0,77.91,1811053335141.87,50,70,0,0,0,1,0,2,0,180.0,0.0219,1750,2.3219,2,0.0674,1.0,0.0004,0.0,0.44,0.59,2,1,1,0,0,0
2,0.267,0.5,0.5,0.8,0.0,0.43,64.68,3347520003346.2,70,70,0,0,0,1,20,4,0,205.7143,0.0251,2450,2.3219,14,0.3288,0.5,0.0138,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.68,0.32,0.68,0.0,0.04,20.52,941585715225.5,90,50,0,0,0,1,40,6,0,280.0,0.0117,2250,2.3219,10,0.7396,0.6,0.3841,0.0067,0.52,0.62,3,2,1,0,0,0
1.1,0.625,0.17,0.83,6.1,0.0,0.1,128.82,1469200001468.0,90,90,1,15,5,0,0,0,0,180.0,0.0199,4050,2.3219,2,0.6979,1.0,0.0026,0.0,0.66,0.63,12,8,0,0,1,0
0.22,0.113,0.3,0.7,1.97,0.0,0.07,126.59,2583106669247.73,90,90,1,30,5,0,0,0,0,288.0,0.0325,4050,2.3219,5,0.4499,0.6,0.0091,0.0,0.57,0.61,12,7,1,0,0,0
2,0.267,0.03,0.0,0.0,0.97,0.0,664.85,6003623339333.57,90,70,0,0,0,1,0,2,0,180.0,0.0366,3150,2.3219,2,0.0502,1.0,0.0002,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.9,0.1,2.07,0.0,0.03,46.18,474872414265.28,50,50,1,70,3,0,0,0,0,180.0,0.0161,1250,2.3219,5,0.246,0.4,0.0095,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.43,0.57,2.83,0.0,0.07,92.08,1218960001218.6,90,50,1,30,5,0,0,0,0,180.0,0.02,2250,2.3219,5,0.4156,0.4,0.0074,0.0,0.61,0.67,9,6,0,0,1,0
1.1,0.625,0.41,0.59,1.24,0.0,0.0,64.22,1020534483777.76,90,70,1,70,3,0,0,0,0,240.0,0.0285,3150,2.3219,4,0.4338,0.8,0.0097,0.0,0.49,0.75,9,7,0,1,0,0
2,0.267,0.83,0.17,0.23,0.0,0.03,60.3,1169266667835.33,70,50,1,15,5,0,0,0,0,360.0,0.0171,1750,2.3219,2,0.4034,1.0,0.008,0.0,0.64,0.23,2,0,1,0,0,0
1.1,0.625,0.47,0.53,1.47,0.0,0.07,44.45,1373420001371.2,50,90,1,45,3,0,0,0,0,90.0,0.0191,2250,2.3219,4,0.49,0.8,0.0105,0.0,0.35,0.6,9,5,1,0,0,0
1.1,0.625,0.77,0.23,1.07,0.0,0.1,73.39,1372343334705.77,50,90,1,45,5,0,0,0,0,120.0,0.0235,2250,2.3219,7,0.3191,0.6,0.01,0.0,0.0,0.0,0,0,0,0,0,1
0.22,0.113,1.0,0.0,0.0,0.0,0.0,31.04,399500000395.0,50,50,1,15,5,0,0,0,0,180.0,0.0126,1250,2.3219,3,0.4088,1.0,0.007,0.0,0.57,0.45,2,1,0,0,0,1
2,0.267,0.7,0.3,0.37,0.0,0.0,68.95,402706667069.73,90,50,1,45,3,0,0,0,0,240.0,0.0206,2250,2.3219,9,0.4536,0.3,0.014,0.0,0.63,0.49,6,3,0,0,0,1
0.22,0.113,1.0,0.0,0.0,0.0,0.0,38.01,509500000505.0,70,70,1,45,5,0,0,0,0,360.0,0.025,2450,2.3219,3,0.3331,0.3,0.0218,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.73,0.27,1.46,0.0,0.04,12.43,427153846579.62,50,50,1,15,3,0,0,0,0,360.0,0.0105,1250,2.3219,1,0.5352,0.0,0.0,1.0,0.75,0.52,6,3,1,0,0,0
2,0.267,0.63,0.37,0.63,0.0,0.0,81.94,699760000697.6,70,70,1,30,5,0,0,0,0,90.0,0.0216,2450,2.3219,4,0.4424,0.8,0.0032,0.0,0.55,0.59,9,5,0,0,0,1
0.22,0.113,0.76,0.24,0.28,0.0,0.0,29.58,712551724848.62,50,50,1,45,5,0,0,0,0,180.0,0.0158,1250,2.3219,2,0.2108,0.0,0.0,1.0,0.42,0.55,6,3,0,0,0,1
0.22,0.113,0.63,0.37,0.77,0.0,0.0,92.78,1803270001802.7,70,90,1,45,3,0,0,0,0,180.0,0.0275,3150,2.3219,13,0.4533,0.5,0.011,0.0,0.58,0.51,9,5,1,0,0,0
0.22,0.113,0.7,0.3,0.7,0.0,0.0,85.04,1423453334754.87,50,50,1,45,4,0,0,0,0,180.0,0.0146,1250,2.3219,4,0.3092,0.5,0.0075,0.0,0.56,0.42,6,3,1,0,0,0
1.1,0.625,1.0,0.0,0.0,0.0,0.0,3.19,149600000146.0,50,90,0,0,0,1,0,2,0,180.0,0.0273,2250,2.3219,2,0.0613,0.0,0.0,1.0,0.39,0.45,9,4,0,0,0,1
2,0.267,0.9,0.1,0.1,0.0,0.1,96.51,2523000002520.0,70,90,0,0,0,1,40,2,0,45.0,0.0359,3150,2.3219,42,0.1962,0.6,0.0164,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.0,1.0,1.0,0.0,0.0,346.07,5729800005728.0,70,70,0,0,0,1,40,4,0,346.1538,0.0207,2450,2.3219,9,0.502,0.6,0.0143,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.03,0.7,1.93,0.27,0.67,510.31,5840426672504.93,90,90,1,70,5,0,0,0,0,288.0,0.0343,4050,2.3219,7,0.3914,0.6,0.0081,0.0,0.59,0.57,8,5,0,0,1,0
0.22,0.113,0.0,1.0,1.0,0.0,0.0,381.61,5920400005924.0,50,50,0,0,0,1,20,2,0,154.2857,0.0154,1250,2.3219,13,0.2616,0.4,0.0127,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.53,0.47,0.83,0.0,0.0,55.74,864893334197.27,90,90,1,45,5,0,0,0,0,261.8182,0.0367,4050,2.3219,6,0.3649,0.7,0.0079,0.0,0.52,0.55,12,7,0,0,0,1
0.22,0.113,1.0,0.0,0.0,0.0,0.0,26.35,603643333936.77,50,70,1,45,5,0,0,0,0,180.0,0.0187,1750,2.3219,2,0.3186,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1
2,0.267,0.27,0.2,1.8,0.53,0.03,169.79,4416110004414.1,50,90,0,0,0,1,30,2,0,171.4286,0.0264,2250,2.3219,28,0.2076,0.7,0.0196,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.97,0.0,0.0,0.03,0.0,33.56,802951724939.52,70,50,1,70,5,0,0,0,0,90.0,0.0201,1750,2.3219,4,0.2469,0.5,0.003,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.4,0.57,1.2,0.03,0.43,91.02,3636440003634.4,70,70,0,0,0,1,40,2,0,231.4286,0.0285,2450,2.3219,26,0.2265,0.5,0.0127,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.9,0.1,0.1,0.0,0.0,31.81,732856667398.23,70,50,0,0,0,1,0,2,0,180.0,0.0219,1750,2.3219,2,0.0674,1.0,0.0003,0.0,0.51,0.48,4,2,0,0,0,1
1.1,0.625,1.0,0.0,0.0,0.0,0.0,1.21,59800000058.0,70,70,1,70,3,0,0,0,0,249.2308,0.0244,2450,2.3219,8,0.3673,0.5,0.0082,0.0,0.57,0.51,3,2,0,0,0,1
1.1,0.625,0.5,0.47,1.97,0.03,0.1,124.91,1531133334862.67,70,70,1,30,5,0,0,0,0,240.0,0.0211,2450,2.3219,3,0.4608,0.7,0.0062,0.0,0.5,0.66,6,4,0,0,1,0
2,0.267,0.46,0.54,1.68,0.0,0.0,133.45,622792857765.07,90,50,1,30,3,0,0,0,0,180.0,0.0158,2250,2.3219,2,0.5976,0.0,0.0,1.0,0.45,0.71,6,4,0,0,0,1
1.1,0.625,0.5,0.5,1.13,0.0,0.23,61.13,2419210002418.1,70,70,0,0,0,1,20,2,0,185.1429,0.0292,2450,2.3219,23,0.1531,0.5,0.0143,0.0,0.51,0.54,6,3,1,0,0,0
1.1,0.625,0.66,0.31,0.97,0.03,0.24,31.88,1806355174218.38,70,50,1,70,3,0,0,0,0,205.7143,0.0195,1750,2.3219,7,0.3091,0.7,0.0102,0.0,0.44,0.39,2,1,0,0,1,0
0.22,0.113,0.23,0.77,14.53,0.0,0.03,168.45,1414066668078.33,90,50,1,15,3,0,0,0,0,180.0,0.0142,2250,2.3219,2,0.6531,1.0,0.0001,0.0,0.65,0.6,6,4,0,0,1,0
2,0.267,0.17,0.0,0.0,0.83,0.0,194.41,5227306671890.73,50,90,0,0,0,1,0,6,0,180.0,0.0273,2250,2.3219,2,0.0613,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.07,0.89,17.15,0.04,0.74,258.87,4926322227148.78,90,90,0,0,0,1,40,6,0,288.0,0.0273,4050,2.3219,12,0.5895,0.7,0.0203,0.0,0.59,0.67,8,5,0,0,1,0
0.22,0.113,0.55,0.45,6.62,0.0,0.07,120.05,1004951725140.9,90,50,0,0,0,1,10,6,0,154.2857,0.022,2250,2.3219,6,0.3573,0.3,0.0067,0.0,0.57,0.73,6,4,0,0,1,0
0.22,0.113,0.5,0.5,1.0,0.0,0.03,70.0,1546280001545.8,70,50,1,15,4,0,0,0,0,180.0,0.0124,1750,2.3219,2,0.6017,0.0,0.0,1.0,0.56,0.53,6,3,1,0,0,0
2,0.267,0.3,0.63,2.4,0.07,0.33,146.01,3657933336990.67,50,90,1,15,4,0,0,0,0,90.0,0.0161,2250,2.3219,4,0.5696,0.5,0.0163,0.0,0.65,0.58,3,2,0,0,1,0
1.1,0.625,0.13,0.87,10.27,0.0,0.5,165.11,3401503336733.37,90,70,1,30,3,0,0,0,0,270.0,0.0231,3150,2.3219,6,0.5559,0.3,0.0089,0.0,0.57,0.49,6,3,0,0,1,0
1.1,0.625,0.52,0.48,0.83,0.0,0.03,23.29,388068965903.45,50,70,0,0,0,1,20,4,0,300.0,0.0172,1750,2.3219,12,0.428,0.4,0.0364,0.0,0.62,0.66,4,3,0,0,1,0
0.22,0.113,0.77,0.23,7.62,0.0,0.08,118.9,811369231579.08,70,50,1,15,3,0,0,0,0,360.0,0.0099,1750,2.3219,1,0.7103,0.0,0.0,1.0,0.85,0.54,2,1,0,0,1,0
0.22,0.113,0.57,0.43,5.9,0.0,0.03,110.9,1170173334502.07,70,70,0,0,0,1,10,4,0,130.9091,0.0275,2450,2.3219,10,0.1998,0.4,0.0129,0.0,0.49,0.8,3,2,0,0,1,0
2,0.267,0.63,0.37,0.53,0.0,0.13,33.33,1794040001791.4,70,50,0,0,0,1,30,4,0,216.0,0.0153,1750,2.3219,11,0.5103,0.6,0.0786,0.0003,0.31,0.43,2,1,1,0,0,0
1.1,0.625,0.27,0.73,1.5,0.0,0.0,19.37,451906667117.73,90,50,0,0,0,1,20,6,0,240.0,0.0172,2250,2.3219,6,0.5591,0.5,0.0101,0.0,0.56,0.6,9,5,1,0,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,106.63,2505480002503.8,90,90,0,0,0,1,0,4,0,180.0,0.0454,4050,2.3219,2,0.044,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.83,0.17,0.2,0.0,0.0,47.22,552893333885.27,90,70,0,0,0,1,0,6,0,180.0,0.0366,3150,2.3219,2,0.0502,1.0,0.0002,0.0,0.56,0.44,6,3,0,0,1,0
0.22,0.113,0.4,0.6,1.6,0.0,0.13,82.79,2283463335614.97,70,50,0,0,0,1,40,2,0,112.5,0.02,1750,2.3219,16,0.3083,0.6,0.0264,0.0,0.39,0.57,6,3,1,0,0,0
2,0.267,1.0,0.0,0.0,0.0,0.0,93.57,1605506668270.73,90,50,0,0,0,1,0,6,0,180.0,0.0273,2250,2.3219,2,0.0613,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.6,0.4,0.63,0.0,0.0,39.84,546093333877.27,50,90,0,0,0,1,0,2,0,180.0,0.0273,2250,2.3219,2,0.0613,0.0,0.0,1.0,0.77,0.56,9,5,0,0,1,0
0.22,0.113,0.48,0.52,1.28,0.0,0.07,38.47,1732706898283.97,70,90,1,15,3,0,0,0,0,360.0,0.0146,3150,2.3219,2,0.7446,1.0,0.01,0.0,0.47,0.5,6,3,1,0,0,0
1.1,0.625,0.77,0.23,2.0,0.0,0.13,39.21,1214960001214.6,50,50,0,0,0,1,10,2,0,227.3684,0.0161,1250,2.3219,14,0.1736,0.4,0.0128,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.47,0.53,1.03,0.0,0.17,62.3,2360480002358.8,50,90,1,45,4,0,0,0,0,308.5714,0.0202,2250,2.3219,3,0.4142,0.7,0.0111,0.0,0.56,0.53,3,2,1,0,0,0
2,0.267,0.27,0.6,1.9,0.13,0.3,228.61,3755080003752.8,50,90,1,45,4,0,0,0,0,120.0,0.0223,2250,2.3219,8,0.3651,0.2,0.013,0.0,0.54,0.57,6,3,0,0,1,0
1.1,0.625,0.67,0.3,1.83,0.03,0.03,66.33,1032786667697.53,90,70,1,30,5,0,0,0,0,90.0,0.0279,3150,2.3219,5,0.3973,0.4,0.0087,0.0,0.74,0.53,3,2,0,0,1,0
1.1,0.625,0.17,0.83,3.0,0.0,0.07,101.83,1583733334914.67,90,50,1,70,3,0,0,0,0,270.0,0.0212,2250,2.3219,7,0.4289,0.7,0.0125,0.0,0.58,0.63,9,6,0,0,1,0
1.1,0.625,0.4,0.43,0.83,0.17,0.33,107.2,3292026669955.93,70,50,0,0,0,1,10,4,0,327.2727,0.0194,1750,2.3219,7,0.2869,0.6,0.0139,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.7,0.3,0.37,0.0,0.0,56.79,1349020001349.2,50,70,0,0,0,1,0,2,0,180.0,0.0219,1750,2.3219,2,0.0674,1.0,0.0004,0.0,0.58,0.52,6,3,1,0,0,0
2,0.267,0.37,0.6,1.0,0.03,0.5,41.8,3709506670374.73,70,70,1,45,4,0,0,0,0,288.0,0.0225,2450,2.3219,6,0.3943,0.5,0.0088,0.0,0.0,0.0,0,0,1,0,0,0
2,0.267,0.37,0.63,1.7,0.0,0.43,43.35,3027960003027.6,50,90,1,30,3,0,0,0,0,288.0,0.0187,2250,2.3219,3,0.5273,0.7,0.0134,0.0,0.38,0.8,3,2,1,0,0,0
2,0.267,0.2,0.8,2.33,0.0,0.37,95.7,3484770003482.7,90,70,1,30,4,0,0,0,0,360.0,0.0226,3150,2.3219,1,0.5421,0.0,0.0,1.0,0.49,0.73,9,7,1,0,0,0
0.22,0.113,0.38,0.62,6.76,0.0,0.07,115.76,1101910345928.07,90,50,1,70,3,0,0,0,0,150.0,0.0223,2250,2.3219,11,0.4093,0.5,0.0078,0.0,0.52,0.41,6,2,0,0,1,0
0.22,0.113,0.54,0.46,9.89,0.0,0.32,281.92,2412728573840.14,70,70,0,0,0,1,40,4,0,270.0,0.02,2450,2.3219,8,0.5414,0.4,0.0145,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.3,0.7,1.73,0.0,0.17,118.58,3232100003233.0,90,70,0,0,0,1,10,6,0,240.0,0.0307,3150,2.3219,3,0.2983,0.7,0.0035,0.0,0.6,0.66,6,4,1,0,0,0
2,0.267,0.1,0.9,6.3,0.0,0.53,414.75,4401553337733.87,90,90,0,0,0,1,40,4,0,308.5714,0.037,4050,2.3219,18,0.3846,0.5,0.0137,0.0,0.6,0.51,12,6,0,0,1,0
2,0.267,0.9,0.03,0.03,0.07,0.03,31.31,938733334269.67,50,70,0,0,0,1,30,4,0,205.7143,0.0155,1750,2.3219,7,0.512,0.6,0.0191,0.0,0.0,0.0,0,0,0,0,1,0
